bc11	5	[004]	[004_001]	Loại 1	1_5_004	00:00:10:29	bc11_5_004_004_001.avi
nc2	7	[1044]	[006]	Loai 1	2_7_1044	00:00:49:10	nc2_7_1044_006.avi
nc2	7	[1044]	[007]	Loai 1	2_7_1044	00:00:58:00	nc2_7_1044_007.avi
nc3	4	[007]	[001]	loai 1	3_4_007	00:00:10:18	nc3_4_007_001.avi
nc3	4	[009]	[001]	loai 1	3_4_009	00:00:07:25	nc3_4_009_001.avi
nc3	5	[004]	[001]	loai 1	3_5_004	00:00:01:16	nc3_5_004_001.avi
nc3	5	[006]	[001]	loai 1	3_5_006	00:00:00:17	nc3_5_006_001.avi
nc3	5	[007]	[001]	loai 1	3_5_007	00:00:04:20	nc3_5_007_001.avi
nc3	5	[011]	[001]	loai 1	3_5_011	00:00:05:15	nc3_5_011_001.avi
nc3	5	[015]	[001]	loai 1	3_5_015	00:00:06:24	nc3_5_015_001.avi
nc3	5	[017]	[001]	loai 1	3_5_017	00:00:06:17	nc3_5_017_001.avi
nc3	5	[018]	[001]	loai 1	3_5_018	00:00:03:18	nc3_5_018_001.avi
nc3	5	[019]	[001]	loai 1	3_5_019	00:00:04:21	nc3_5_019_001.avi
nc3	7	[037]	[001]	loai 1	3_7_037	00:01:01:09	nc3_7_037_001.avi
nc3	7	[037]	[002]	loai 1	3_7_037	00:00:58:03	nc3_7_037_002.avi
nc3	7	[037]	[004]	loai 1	3_7_037	00:00:37:09	nc3_7_037_004.avi
nc3	7	[037]	[006]	loai 1	3_7_037	00:00:26:00	nc3_7_037_006.avi
nc3	7	[037]	[008]	loai 1	3_7_037	00:00:09:03	nc3_7_037_008.avi
nc3	7	[037]	[009]	loai 1	3_7_037	00:00:05:10	nc3_7_037_009.avi
nc3	7	[038]	[002]	loai 1	3_7_038	00:00:14:11	nc3_7_038_002.avi
nc3	7	[038]	[004]	loai 1	3_7_038	00:00:09:03	nc3_7_038_004.avi
nc3	7	[038]	[005]	loai 1	3_7_038	00:00:05:18	nc3_7_038_005.avi
nc3	7	[039]	[001]	loai 1	3_7_039	00:00:43:06	nc3_7_039_001.avi
nc3	7	[039]	[002]	loai 1	3_7_039	00:00:40:03	nc3_7_039_002.avi
nc3	7	[039]	[004]	loai 1	3_7_039	00:00:31:07	nc3_7_039_004.avi
nc3	7	[039]	[005]	loai 1	3_7_039	00:00:28:16	nc3_7_039_005.avi
nc3	7	[039]	[006]	loai 1	3_7_039	00:00:20:15	nc3_7_039_006.avi
nc3	7	[039]	[008]	loai 1	3_7_039	00:00:08:24	nc3_7_039_008.avi
nc3	7	[039]	[009]	loai 1	3_7_039	00:00:05:15	nc3_7_039_009.avi
nc3	7	[039]	[010]	loai 1	3_7_039	00:00:02:09	nc3_7_039_010.avi
nc3	7	[040]	[001]	loai 1	3_7_040	00:01:26:18	nc3_7_040_001.avi
nc3	7	[040]	[002]	loai 1	3_7_040	00:01:23:18	nc3_7_040_002.avi
nc3	7	[040]	[003]	loai 1	3_7_040	00:01:17:08	nc3_7_040_003.avi
nc3	7	[040]	[004]	loai 1	3_7_040	00:01:14:08	nc3_7_040_004.avi
nc3	7	[040]	[005]	loai 1	3_7_040	00:01:11:04	nc3_7_040_005.avi
nc3	7	[040]	[006]	loai 1	3_7_040	00:01:05:21	nc3_7_040_006.avi
nc3	7	[040]	[007]	loai 1	3_7_040	00:01:03:01	nc3_7_040_007.avi
nc3	7	[040]	[008]	loai 1	3_7_040	00:00:55:11	nc3_7_040_008.avi
nc3	7	[040]	[011]	loai 1	3_7_040	00:00:38:09	nc3_7_040_011.avi
nc3	7	[040]	[012]	loai 1	3_7_040	00:00:34:19	nc3_7_040_012.avi
nc3	7	[040]	[013]	loai 1	3_7_040	00:00:31:00	nc3_7_040_013.avi
nc3	7	[040]	[015]	loai 1	3_7_040	00:00:18:21	nc3_7_040_015.avi
nc3	7	[040]	[016]	loai 1	3_7_040	00:00:15:05	nc3_7_040_016.avi
nc3	7	[040]	[017]	loai 1	3_7_040	00:00:10:05	nc3_7_040_017.avi
nc3	7	[040]	[018]	loai 1	3_7_040	00:00:06:11	nc3_7_040_018.avi
nc3	7	[040]	[019]	loai 1	3_7_040	00:00:03:01	nc3_7_040_019.avi
nc3	7	[041]	[002]	loai 1	3_7_041	00:00:07:14	nc3_7_041_002.avi
nc3	7	[041]	[003]	loai 1	3_7_041	00:00:04:13	nc3_7_041_003.avi
nc3	7	[041]	[004]	loai 1	3_7_041	00:00:00:22	nc3_7_041_004.avi
nc3	7	[042]	[001]	loai 1	3_7_042	00:00:21:17	nc3_7_042_001.avi
nc3	7	[042]	[002]	loai 1	3_7_042	00:00:17:24	nc3_7_042_002.avi
nc3	7	[044]	[001]	loai 1	3_7_044	00:00:00:00	nc3_7_044_001.avi
nc3	7	[045]	[004]	loai 1	3_7_045	00:00:07:23	nc3_7_045_004.avi
nc3	7	[046]	[001]	loai 1	3_7_046	00:00:29:00	nc3_7_046_001.avi
nc3	7	[046]	[002]	loai 1	3_7_046	00:00:25:07	nc3_7_046_002.avi
nc3	7	[046]	[003]	loai 1	3_7_046	00:00:20:12	nc3_7_046_003.avi
nc3	7	[046]	[004]	loai 1	3_7_046	00:00:06:18	nc3_7_046_004.avi
nc4	4	[033]	[001]	Loại 1	4_4_033	00:00:00:00	nc4_4_033_001.avi
nc4	4	[033]	[002]	Loại 1	4_4_033	00:00:04:23	nc4_4_033_002.avi
nc4	4	[033]	[003]	Loại 1	4_4_033	00:00:12:19	nc4_4_033_003.avi
nc4	4	[035]	[002]	Loại 1	4_4_035	00:00:03:16	nc4_4_035_002.avi
nc4	4	[036]	[001]	Loại 1	4_4_036	00:00:02:23	nc4_4_036_001.avi
nc4	4	[036]	[003]	Loại 1	4_4_036	00:00:13:04	nc4_4_036_003.avi
nc4	5	[052]	[001]	Loại 1	4_5_052	00:00:01:21	nc4_5_052_001.avi
nc4	5	[054]	[001]	Loại 1	4_5_054	00:00:01:09	nc4_5_054_001.avi
nc4	5	[054]	[002]	Loại 1	4_5_054	00:00:06:20	nc4_5_054_002.avi
nc4	5	[054]	[003]	Loại 1	4_5_054	00:00:21:09	nc4_5_054_003.avi
nc4	5	[054]	[004]	Loại 1	4_5_054	00:00:23:03	nc4_5_054_004.avi
nc4	5	[055]	[001]	Loại 1	4_5_055	00:00:03:23	nc4_5_055_001.avi
nc4	5	[055]	[002]	Loại 1	4_5_055	00:00:09:23	nc4_5_055_002.avi
nc4	5	[056]	[001]	Loại 1	4_5_056	00:00:04:05	nc4_5_056_001.avi
nc4	5	[058]	[001]	Loại 1	4_5_058	00:00:06:00	nc4_5_058_001.avi
nc5	4	[003]	[001]	Loại 1	5_4_003	00:00:00:00	nc5_4_003_001.avi
nc5	4	[012]	[001]	Loại 1	5_4_012	00:00:09:08	nc5_4_012_001.avi
nc5	4	[015]	[001]	Loại 1	5_4_015	00:00:04:24	nc5_4_015_001.avi
nc6	1	[214]	[001]		6_1_214	00:00:01:20	nc6_1_214_001.avi
nc6	1	[216]	[005]	Loại 1	6_1_216	00:00:27:10	nc6_1_216_005.avi
nc6	5	[036]	[001]		6_5_036	00:00:01:08	nc6_5_036_001.avi
nc6	5	[036]	[004]		6_5_036	00:00:25:04	nc6_5_036_004.avi
nc6	5	[037]	[001]		6_5_037	00:00:02:14	nc6_5_037_001.avi
nc6	5	[037]	[002]		6_5_037	00:00:05:19	nc6_5_037_002.avi
nc6	5	[037]	[003]		6_5_037	00:00:07:18	nc6_5_037_003.avi
nc6	5	[037]	[004]		6_5_037	00:00:13:17	nc6_5_037_004.avi
nc6	5	[037]	[005]		6_5_037	00:00:16:03	nc6_5_037_005.avi
nc6	5	[037]	[006]		6_5_037	00:00:32:16	nc6_5_037_006.avi
nc6	5	[038]	[001]		6_5_038	00:00:03:08	nc6_5_038_001.avi
nc6	5	[038]	[002]		6_5_038	00:00:11:19	nc6_5_038_002.avi
nc6	5	[038]	[003]		6_5_038	00:00:13:16	nc6_5_038_003.avi
nc6	5	[039]	[002]		6_5_039	00:00:10:14	nc6_5_039_002.avi
nc6	7	[1732]	[005]	Loại 1	6_7_1732	00:00:41:12	nc6_7_1732_005.avi
nc6	7	[1734]	[001]	Loại 1	6_7_1734	00:00:01:08	nc6_7_1734_001.avi
nc6	7	[1735]	[001]	Loại 1	6_7_1735	00:00:05:03	nc6_7_1735_001.avi
nc6	7	[1735]	[002]	Loại 1	6_7_1735	00:00:19:24	nc6_7_1735_002.avi
nc6	7	[1735]	[003]	Loại 1	6_7_1735	00:00:22:08	nc6_7_1735_003.avi
nc6	7	[1735]	[004]	Loại 1	6_7_1735	00:00:25:18	nc6_7_1735_004.avi
nc6	7	[1735]	[005]	Loại 1	6_7_1735	00:00:27:24	nc6_7_1735_005.avi
nc6	7	[1736]	[001]	Loại 1	6_7_1736	00:00:02:08	nc6_7_1736_001.avi
nc6	7	[1736]	[002]	Loại 1	6_7_1736	00:00:05:21	nc6_7_1736_002.avi
nc6	7	[1736]	[004]	Loại 1	6_7_1736	00:00:14:15	nc6_7_1736_004.avi
nc6	7	[1736]	[005]	Loại 1	6_7_1736	00:00:54:19	nc6_7_1736_005.avi
nc6	7	[1737]	[001]	Loại 1	6_7_1737	00:00:04:19	nc6_7_1737_001.avi
nc6	7	[1738]	[001]	Loại 1	6_7_1738	00:00:04:07	nc6_7_1738_001.avi
nc6	7	[1738]	[002]	Loại 1	6_7_1738	00:00:10:18	nc6_7_1738_002.avi
nc6	7	[1738]	[004]	Loại 1	6_7_1738	00:00:17:00	nc6_7_1738_004.avi
nc6	7	[1739]	[001]	Loại 1	6_7_1739	00:00:00:00	nc6_7_1739_001.avi
nc6	7	[1739]	[003]	Loại 1	6_7_1739	00:00:11:23	nc6_7_1739_003.avi
nc6	7	[1739]	[004]	Loại 1	6_7_1739	00:00:18:24	nc6_7_1739_004.avi
nc6	7	[1739]	[005]	Loại 1	6_7_1739	00:00:26:05	nc6_7_1739_005.avi
nc6	7	[1739]	[006]	Loại 1	6_7_1739	00:00:35:01	nc6_7_1739_006.avi
nc6	7	[1741]	[002]	Loại 1	6_7_1741	00:00:05:08	nc6_7_1741_002.avi
nc6	7	[1741]	[004]	Loại 1	6_7_1741	00:00:37:18	nc6_7_1741_004.avi
nc6	7	[1741]	[005]	Loại 1	6_7_1741	00:00:46:24	nc6_7_1741_005.avi
nc7	3	[23]	[001]	Loại 1	7_3_23	00:02:46:18	nc7_3_23_001.avi
nc7	5	[69]	[001]	Loại 1	7_5_69	00:00:04:23	nc7_5_69_001.avi
nc8	1	[031]	[001]	loại 1	8_1_031	00:00:01:17	nc8_1_031_001.avi
nc8	5	[010]	[001]		8_5_010	00:00:02:21	nc8_5_010_001.avi
nc8	5	[012]	[001]		8_5_012	00:00:02:07	nc8_5_012_001.avi
nc8	5	[012]	[002]		8_5_012	00:00:03:10	nc8_5_012_002.avi
nc8	5	[012]	[003]		8_5_012	00:00:08:11	nc8_5_012_003.avi
nc8	5	[013]	[001]		8_5_013	00:00:05:19	nc8_5_013_001.avi
nc8	5	[013]	[002]		8_5_013	00:00:09:00	nc8_5_013_002.avi
nc8	5	[014]	[002]		8_5_014	00:00:09:09	nc8_5_014_002.avi
nc9	4	[20]	[001]	Loại 1	9_4_20	00:00:00:15	nc9_4_20_001.avi
nc9	4	[20]	[004]	Loại 1	9_4_20	00:00:10:06	nc9_4_20_004.avi
ne12	5	[012]	[012_001]	Loại 1	2_5_012	00:00:00:03	ne12_5_012_012_001.avi
ne12	5	[015]	[015_001]	Loại 1	2_5_015	00:00:01:02	ne12_5_015_015_001.avi
ne1	1	[125]	[001]	Loai 1	1_1_125	00:00:01:04	ne1_1_125_001.avi
ne1	1	[131]	[001]	Loai 1	1_1_131	00:00:03:08	ne1_1_131_001.avi
ne1	4	[001]	[001]	Loai 1	1_4_001	00:00:29:06	ne1_4_001_001.avi
ne1	4	[007]	[001]	Loai 1	1_4_007	00:00:45:02	ne1_4_007_001.avi
ne1	7	[1560]	[001]		1_7_1560	00:00:00:00	ne1_7_1560_001.avi
ne1	7	[1560]	[003]		1_7_1560	00:00:06:11	ne1_7_1560_003.avi
ne1	7	[1560]	[004]		1_7_1560	00:00:10:07	ne1_7_1560_004.avi
ne1	7	[1560]	[005]		1_7_1560	00:00:29:03	ne1_7_1560_005.avi
ne1	7	[1560]	[006]		1_7_1560	00:00:35:10	ne1_7_1560_006.avi
ne1	7	[1560]	[007]		1_7_1560	00:00:44:19	ne1_7_1560_007.avi
ne1	7	[1560]	[008]		1_7_1560	00:00:50:10	ne1_7_1560_008.avi
ne1	7	[1560]	[009]		1_7_1560	00:01:03:24	ne1_7_1560_009.avi
ne1	7	[1562]	[001]		1_7_1562	00:00:03:04	ne1_7_1562_001.avi
ne1	7	[1562]	[002]		1_7_1562	00:00:06:20	ne1_7_1562_002.avi
ne1	7	[1562]	[003]		1_7_1562	00:00:10:03	ne1_7_1562_003.avi
ne1	7	[1562]	[004]		1_7_1562	00:00:13:15	ne1_7_1562_004.avi
ne1	7	[1562]	[005]		1_7_1562	00:00:15:00	ne1_7_1562_005.avi
ne1	7	[1565]	[001]		1_7_1565	00:00:08:03	ne1_7_1565_001.avi
ne1	7	[1565]	[002]		1_7_1565	00:00:10:19	ne1_7_1565_002.avi
ne1	7	[1565]	[003]		1_7_1565	00:00:14:00	ne1_7_1565_003.avi
ne1	7	[1565]	[004]		1_7_1565	00:00:16:14	ne1_7_1565_004.avi
ne1	7	[1565]	[005]		1_7_1565	00:00:18:22	ne1_7_1565_005.avi
ne1	7	[1565]	[014]		1_7_1565	00:01:39:02	ne1_7_1565_014.avi
ne1	7	[1565]	[015]		1_7_1565	00:01:52:11	ne1_7_1565_015.avi
ne1	7	[1565]	[017]		1_7_1565	00:02:06:25	ne1_7_1565_017.avi
ne1	7	[1565]	[018]		1_7_1565	00:02:11:15	ne1_7_1565_018.avi
ne1	7	[1565]	[019]		1_7_1565	00:02:15:14	ne1_7_1565_019.avi
ne1	7	[1565]	[020]		1_7_1565	00:02:18:05	ne1_7_1565_020.avi
ne1	7	[1566]	[001]		1_7_1566	00:00:01:07	ne1_7_1566_001.avi
ne1	7	[1566]	[010]		1_7_1566	00:00:24:19	ne1_7_1566_010.avi
ne1	7	[1566]	[011]		1_7_1566	00:00:46:23	ne1_7_1566_011.avi
ne1	7	[1566]	[012]		1_7_1566	00:01:03:09	ne1_7_1566_012.avi
ne1	7	[1566]	[026]		1_7_1566	00:03:33:18	ne1_7_1566_026.avi
ne1	7	[1567]	[001]		1_7_1567	00:00:00:12	ne1_7_1567_001.avi
ne1	7	[1567]	[002]		1_7_1567	00:00:02:17	ne1_7_1567_002.avi
ne1	7	[1567]	[004]		1_7_1567	00:00:14:13	ne1_7_1567_004.avi
ne1	7	[1567]	[005]		1_7_1567	00:00:17:09	ne1_7_1567_005.avi
ne1	7	[1568]	[001]		1_7_1568	00:00:03:11	ne1_7_1568_001.avi
ne1	7	[1568]	[002]		1_7_1568	00:00:06:15	ne1_7_1568_002.avi
ne1	7	[1568]	[003]		1_7_1568	00:00:09:11	ne1_7_1568_003.avi
ne1	7	[1568]	[004]		1_7_1568	00:00:15:19	ne1_7_1568_004.avi
ne1	7	[1568]	[005]		1_7_1568	00:00:18:10	ne1_7_1568_005.avi
ne1	7	[1568]	[006]		1_7_1568	00:00:21:15	ne1_7_1568_006.avi
ne1	7	[1568]	[007]		1_7_1568	00:00:30:01	ne1_7_1568_007.avi
ne1	7	[1568]	[008]		1_7_1568	00:00:34:12	ne1_7_1568_008.avi
ne1	7	[1568]	[009]		1_7_1568	00:00:39:12	ne1_7_1568_009.avi
ne1	7	[1568]	[010]		1_7_1568	00:00:42:17	ne1_7_1568_010.avi
ne2	1	[003]	[001]	Loại 1	2_1_003	00:00:00:00	ne2_1_003_001.avi
ne2	1	[003]	[002]	Loại 1	2_1_003	00:00:37:10	ne2_1_003_002.avi
ne2	7	[1098]	[001]	Loai 1	2_7_1098	00:00:08:22	ne2_7_1098_001.avi
ne2	7	[1098]	[002]		2_7_1098	00:00:13:03	ne2_7_1098_002.avi
ne2	7	[1098]	[003]		2_7_1098	00:00:15:00	ne2_7_1098_003.avi
ne2	7	[1098]	[016]		2_7_1098	00:02:45:18	ne2_7_1098_016.avi
ne2	7	[1098]	[017]		2_7_1098	00:02:49:22	ne2_7_1098_017.avi
ne2	7	[1098]	[018]		2_7_1098	00:02:54:03	ne2_7_1098_018.avi
ne2	7	[1098]	[019]		2_7_1098	00:02:57:12	ne2_7_1098_019.avi
ne2	7	[1098]	[020]		2_7_1098	00:03:11:16	ne2_7_1098_020.avi
ne2	7	[1098]	[041]		2_7_1098	00:04:59:10	ne2_7_1098_041.avi
ne2	7	[1098]	[042]		2_7_1098	00:05:11:19	ne2_7_1098_042.avi
ne2	7	[1098]	[043]		2_7_1098	00:05:15:00	ne2_7_1098_043.avi
ne2	7	[1098]	[044]		2_7_1098	00:05:19:00	ne2_7_1098_044.avi
ne2	7	[1098]	[045]		2_7_1098	00:05:22:11	ne2_7_1098_045.avi
ne2	7	[1098]	[046]		2_7_1098	00:05:29:12	ne2_7_1098_046.avi
ne2	7	[1098]	[047]		2_7_1098	00:05:31:12	ne2_7_1098_047.avi
ne2	7	[1098]	[048]		2_7_1098	00:05:34:00	ne2_7_1098_048.avi
ne2	7	[1098]	[049]		2_7_1098	00:05:37:22	ne2_7_1098_049.avi
ne2	7	[1098]	[050]		2_7_1098	00:05:39:04	ne2_7_1098_050.avi
ne2	7	[1098]	[051]		2_7_1098	00:05:44:00	ne2_7_1098_051.avi
ne2	7	[1099]	[001]	Loai 1	2_7_1099	00:00:37:02	ne2_7_1099_001.avi
ne2	7	[1099]	[002]		2_7_1099	00:00:43:12	ne2_7_1099_002.avi
ne2	7	[1099]	[003]		2_7_1099	00:00:52:20	ne2_7_1099_003.avi
ne2	7	[1099]	[004]		2_7_1099	00:00:58:09	ne2_7_1099_004.avi
ne2	7	[1099]	[005]		2_7_1099	00:01:11:19	ne2_7_1099_005.avi
ne2	7	[1099]	[006]		2_7_1099	00:01:17:12	ne2_7_1099_006.avi
ne3	1	[045]	[001]	loai 4	3_1_045	00:01:43:00	ne3_1_045_001.avi
ne3	1	[047]	[001_20F]	loai 1	3_1_047	00:00:07:18	ne3_1_047_001_20F.avi
ne3	1	[052]	[002]	loai 2	3_1_052	00:01:13:08	ne3_1_052_002.avi
ne4	1	[072]	[003]	Loại 1	4_1_072	00:00:54:08	ne4_1_072_003.avi
ne4	7	[1347]	[001]	Loại 1	4_7_1347	00:00:02:04	ne4_7_1347_001.avi
ne4	7	[1347]	[002]	Loại 1	4_7_1347	00:00:03:24	ne4_7_1347_002.avi
ne4	7	[1354]	[001]	Loại 1	4_7_1354	00:00:00:00	ne4_7_1354_001.avi
ne4	7	[1354]	[002]	Loại 1	4_7_1354	00:00:04:17	ne4_7_1354_002.avi
ne4	7	[1354]	[004]	Loại 1	4_7_1354	00:00:11:10	ne4_7_1354_004.avi
ne4	7	[1359]	[002]	Loại 2	4_7_1359	00:00:04:23	ne4_7_1359_002.avi
ne4	7	[1359]	[005]	Loại 2	4_7_1359	00:00:18:04	ne4_7_1359_005.avi
ne4	7	[1360]	[001]	Loại 1	4_7_1360	00:00:00:00	ne4_7_1360_001.avi
ne4	7	[1371]	[002]	loại 1	4_7_1371	00:00:04:23	ne4_7_1371_002.avi
ne4	7	[1389]	[001]	loại 1	4_7_1389	00:00:02:01	ne4_7_1389_001.avi
ne4	7	[1389]	[002]	loại 1	4_7_1389	00:00:13:22	ne4_7_1389_002.avi
ne4	7	[1389]	[003]	loại 1	4_7_1389	00:00:18:12	ne4_7_1389_003.avi
ne4	7	[1389]	[004]	loại 1	4_7_1389	00:00:22:12	ne4_7_1389_004.avi
ne4	7	[1391]	[001]	Loại 1	4_7_1391	00:00:00:00	ne4_7_1391_001.avi
ne4	7	[1391]	[003]	Loại 1	4_7_1391	00:00:03:19	ne4_7_1391_003.avi
ne5	1	[097]	[001]	Loại 1	5_1_097	00:00:01:14	ne5_1_097_001.avi
ne5	5	[001]	[001]	Loại 1	5_5_001	00:00:01:23	ne5_5_001_001.avi
ne5	5	[001]	[002]	Loại 1	5_5_001	00:00:05:06	ne5_5_001_002.avi
ne5	5	[001]	[003]	Loại 1	5_5_001	00:00:08:12	ne5_5_001_003.avi
ne5	5	[001]	[004]	Loại 1	5_5_001	00:00:11:05	ne5_5_001_004.avi
ne5	5	[001]	[005]	Loại 1	5_5_001	00:00:13:11	ne5_5_001_005.avi
ne5	5	[001]	[006]	Loại 1	5_5_001	00:00:20:02	ne5_5_001_006.avi
ne5	5	[001]	[007]	Loại 1	5_5_001	00:00:24:20	ne5_5_001_007.avi
ne5	5	[001]	[008]	Loại 1	5_5_001	00:00:26:18	ne5_5_001_008.avi
ne5	5	[001]	[009]	Loại 1	5_5_001	00:00:31:06	ne5_5_001_009.avi
ne5	5	[001]	[011]	Loại 1	5_5_001	00:00:17:00	ne5_5_001_011.avi
ne5	5	[001]	[012]	Loại 1	5_5_001	00:00:03:13	ne5_5_001_012.avi
ne5	5	[002]	[001]	Loại 1	5_5_002	00:00:01:07	ne5_5_002_001.avi
ne5	5	[002]	[002]	Loại 1	5_5_002	00:00:03:04	ne5_5_002_002.avi
ne5	5	[002]	[003]	Loại 1	5_5_002	00:00:11:13	ne5_5_002_003.avi
ne5	5	[002]	[004]	Loại 1	5_5_002	00:00:13:02	ne5_5_002_004.avi
ne5	5	[002]	[005]	Loại 1	5_5_002	00:00:21:09	ne5_5_002_005.avi
ne5	5	[002]	[006]	Loại 1	5_5_002	00:00:31:22	ne5_5_002_006.avi
ne5	5	[002]	[007]	Loại 1	5_5_002	00:00:33:12	ne5_5_002_007.avi
ne5	5	[002]	[008]	Loại 1	5_5_002	00:00:41:19	ne5_5_002_008.avi
ne5	5	[002]	[009]	Loại 1	5_5_002	00:00:56:14	ne5_5_002_009.avi
ne5	5	[002]	[010]	Loại 1	5_5_002	00:00:57:22	ne5_5_002_010.avi
ne5	5	[002]	[011]	Loại 1	5_5_002	00:01:08:04	ne5_5_002_011.avi
ne5	5	[003]	[001]	Loại 1	5_5_003	00:00:03:22	ne5_5_003_001.avi
ne5	5	[003]	[002]	Loại 1	5_5_003	00:00:05:21	ne5_5_003_002.avi
ne5	5	[003]	[003]	Loại 1	5_5_003	00:00:15:05	ne5_5_003_003.avi
ne5	5	[003]	[004]	Loại 1	5_5_003	00:00:17:16	ne5_5_003_004.avi
ne5	5	[003]	[005]	Loại 1	5_5_003	00:00:28:10	ne5_5_003_005.avi
ne5	5	[004]	[001]	Loại 1	5_5_004	00:00:02:04	ne5_5_004_001.avi
ne5	5	[004]	[002]	Loại 1	5_5_004	00:00:10:02	ne5_5_004_002.avi
ne5	5	[004]	[004]	Loại 1	5_5_004	00:00:24:04	ne5_5_004_004.avi
ne5	5	[004]	[006]	Loại 1	5_5_004	00:00:50:01	ne5_5_004_006.avi
ne5	5	[004]	[007]	Loại 1	5_5_004	00:00:52:02	ne5_5_004_007.avi
ne5	5	[004]	[008]	Loại 1	5_5_004	00:01:16:23	ne5_5_004_008.avi
ne5	5	[004]	[009]	Loại 1	5_5_004	00:01:19:00	ne5_5_004_009.avi
ne5	5	[005]	[001]	Loại 1 	5_5_005	00:00:04:07	ne5_5_005_001.avi
ne5	5	[005]	[002]	Loại 1 	5_5_005	00:00:25:01	ne5_5_005_002.avi
ne5	5	[005]	[003]	Loại 1 	5_5_005	00:00:27:01	ne5_5_005_003.avi
ne5	5	[006]	[001]	Loại 1	5_5_006	00:00:00:09	ne5_5_006_001.avi
ne5	5	[006]	[002]	Loại 1	5_5_006	00:00:02:19	ne5_5_006_002.avi
ne5	5	[006]	[003]	Loại 1	5_5_006	00:00:15:03	ne5_5_006_003.avi
ne5	5	[006]	[004]	Loại 1	5_5_006	00:00:17:24	ne5_5_006_004.avi
ne5	5	[007]	[001]	Loại 1 	5_5_007	00:00:04:13	ne5_5_007_001.avi
ne5	5	[014]	[001]	Loại 1	5_5_014	00:00:08:17	ne5_5_014_001.avi
ne5	5	[014]	[002]	Loại 1	5_5_014	00:00:21:04	ne5_5_014_002.avi
ne5	5	[014]	[003]	Loại 1	5_5_014	00:00:31:20	ne5_5_014_003.avi
ne5	5	[015]	[001]	Loại 1	5_5_015	00:00:06:19	ne5_5_015_001.avi
ne5	5	[015]	[002]	Loại 1	5_5_015	00:00:15:06	ne5_5_015_002.avi
ne5	5	[015]	[003]	Loại 1	5_5_015	00:00:18:09	ne5_5_015_003.avi
ne5	5	[015]	[004]	Loại 1	5_5_015	00:00:23:22	ne5_5_015_004.avi
ne5	5	[015]	[005]	Loại 1	5_5_015	00:00:28:16	ne5_5_015_005.avi
ne5	5	[015]	[006]	Loại 1	5_5_015	00:00:30:15	ne5_5_015_006.avi
ne5	5	[015]	[007]	Loại 1	5_5_015	00:00:32:14	ne5_5_015_007.avi
ne6	4	[015]	[001]	Loại 1	6_4_015	00:00:04:06	ne6_4_015_001.avi
ne6	4	[016]	[001]	Loại 1	6_4_016	00:00:00:22	ne6_4_016_001.avi
ne6	4	[017]	[001]	Loại 1	6_4_017	00:00:00:00	ne6_4_017_001.avi
ne6	4	[018]	[001]	Loại 1	6_4_018	00:00:00:00	ne6_4_018_001.avi
ne6	4	[019]	[001]	Loại 1	6_4_019	00:00:01:14	ne6_4_019_001.avi
ne6	4	[020]	[001]	Loại 1	6_4_020	00:00:01:05	ne6_4_020_001.avi
ne6	5	[023]	[001]		6_5_023	00:00:05:12	ne6_5_023_001.avi
ne6	5	[023]	[002]		6_5_023	00:00:14:07	ne6_5_023_002.avi
ne6	5	[023]	[003]		6_5_023	00:00:26:22	ne6_5_023_003.avi
ne6	5	[024]	[001]		6_5_024	00:00:04:16	ne6_5_024_001.avi
ne6	5	[024]	[002]		6_5_024	00:00:11:23	ne6_5_024_002.avi
ne6	5	[024]	[003]		6_5_024	00:00:20:09	ne6_5_024_003.avi
ne6	5	[024]	[004]		6_5_024	00:00:23:21	ne6_5_024_004.avi
ne6	5	[024]	[005]		6_5_024	00:00:26:17	ne6_5_024_005.avi
ne6	5	[024]	[006]		6_5_024	00:00:29:04	ne6_5_024_006.avi
ne6	5	[024]	[007]		6_5_024	00:00:34:00	ne6_5_024_007.avi
ne6	5	[024]	[008]		6_5_024	00:00:50:08	ne6_5_024_008.avi
ne7	1	[177]	[001]	Loại 1	7_1_177	00:00:00:24	ne7_1_177_001.avi
ne7	1	[191]	[001]	Loại 1	7_1_191	00:00:25:02	ne7_1_191_001.avi
ne7	1	[194]	[002]	Loại 1	7_1_194	00:00:10:16	ne7_1_194_002.avi
ne7	1	[194]	[003]	Loại 1	7_1_194	00:00:15:05	ne7_1_194_003.avi
ne7	1	[194]	[006]	Loại 1	7_1_194	00:00:26:20	ne7_1_194_006.avi
ne7	1	[194]	[007]	Loại 1	7_1_194	00:00:44:03	ne7_1_194_007.avi
ne7	1	[194]	[008]	Loại 1	7_1_194	 00:00:57:14	ne7_1_194_008.avi
ne7	4	[26]	[001]	Loại 1	7_4_26	00:00:00:00	ne7_4_26_001.avi
ne7	4	[27]	[001]	Loại 1	7_4_27	00:00:00:00	ne7_4_27_001.avi
ne7	4	[27]	[002]	Loại 1	7_4_27	00:00:03:00	ne7_4_27_002.avi
ne7	4	[27]	[003]	Loại 1	7_4_27	00:00:06:10	ne7_4_27_003.avi
ne7	4	[27]	[004]	Loại 1	7_4_27	00:00:10:28	ne7_4_27_004.avi
ne7	4	[27]	[005]	Loại 1	7_4_27	00:00:15:17	ne7_4_27_005.avi
ne7	4	[28]	[001]	Loại 1	7_4_28	00:00:02:25	ne7_4_28_001.avi
ne7	4	[28]	[002]	Loại 1	7_4_28	00:00:05:00	ne7_4_28_002.avi
